iter	Logloss
391	0.311377963
392	0.3113236128
393	0.3112629344
394	0.3112073518
395	0.3111330534
396	0.3111002714
397	0.3109515715
398	0.3109334974
399	0.3108515184
400	0.3107486293
401	0.3106554921
402	0.3105856994
403	0.3104834331
404	0.3104043746
405	0.310379443
406	0.3103440838
407	0.3103287042
408	0.3102781411
409	0.3102098721
410	0.3101550289
411	0.3100605705
412	0.3100230691
413	0.3100057417
414	0.3099528746
415	0.3098811363
416	0.3098382352
417	0.309788858
418	0.3097637236
419	0.3097352968
420	0.3097067676
421	0.3096305234
422	0.30959068
423	0.3095472043
424	0.3094670154
425	0.3094270412
426	0.3093759936
427	0.3093284004
428	0.3092518912
429	0.3092283351
430	0.3091681823
431	0.3091183256
432	0.3090432643
433	0.3090034474
434	0.3089201904
435	0.3089066323
436	0.3088487479
437	0.3087231283
438	0.3086730426
439	0.3086496154
440	0.3085918497
441	0.3085517033
442	0.3085204835
443	0.3084937128
444	0.3084842936
445	0.3084623778
446	0.3084069464
447	0.3083815062
448	0.3082753503
449	0.3081738516
450	0.3081069315
451	0.308097573
452	0.308062357
453	0.3080038707
454	0.3079784815
455	0.3079372475
456	0.3078714192
457	0.3078123421
458	0.3077543413
459	0.3077500145
460	0.3077432887
461	0.3076943307
462	0.3076174804
463	0.3075187002
464	0.3075179958
465	0.3074980853
466	0.3074566901
467	0.3074341171
468	0.3073630414
469	0.307345884
470	0.3072616677
471	0.3072269101
472	0.3071777282
473	0.307134428
474	0.3070925576
475	0.3070879356
476	0.3070485236
477	0.3069895607
478	0.3069383981
479	0.3069173889
480	0.3067975834
481	0.3067017389
482	0.3066549057
483	0.3066388342
484	0.3065328907
485	0.3064520192
486	0.3063084504
487	0.306257814
488	0.3062195654
489	0.3061431003
490	0.3061041319
491	0.3060349572
492	0.3059941916
493	0.3058973474
494	0.305880701
495	0.3058319275
496	0.3057868128
497	0.3057630903
498	0.305734724
499	0.3056764053
500	0.3056400776
501	0.3055660897
502	0.3054796385
503	0.3053838677
504	0.3053129769
505	0.3052351716
506	0.3052136587
507	0.3051879128
508	0.305133017
509	0.3050830956
510	0.3050552163
511	0.3050252989
512	0.3050163879
513	0.3049638025
514	0.304915035
515	0.3049065693
516	0.3048723889
517	0.3048065639
518	0.3047328679
519	0.304629695
520	0.3045365563
521	0.3044772989
522	0.3043648263
523	0.3042396115
524	0.304111113
525	0.304047084
526	0.3039913829
527	0.3039089367
528	0.3038776584
529	0.3038552398
530	0.3038372605
531	0.3037457557
532	0.3036643387
533	0.3036190764
534	0.3036150271
535	0.3035372948
536	0.303440774
537	0.3034020114
538	0.3033590719
539	0.3033312205
540	0.3032870264
541	0.3031741129
542	0.3031687563
543	0.3031024151
544	0.3030942343
545	0.3030304426
546	0.302926988
547	0.3029009619
548	0.3028486903
549	0.3028440684
550	0.3028161002
551	0.3028091002
552	0.3028027379
553	0.3027827715
554	0.3027474814
555	0.3027259913
556	0.302688834
557	0.3026650006
558	0.3026078693
559	0.3025933498
560	0.3025605142
561	0.3025434073
562	0.3025159906
563	0.3024492221
564	0.3024346385
565	0.3023585471
566	0.3022956314
567	0.3022572927
568	0.3022307053
569	0.3021634342
570	0.3021340864
571	0.3020970103
572	0.3020309546
573	0.3020038476
574	0.3019413682
575	0.3019383974
576	0.3018980999
577	0.3018295729
578	0.3017381143
579	0.3016310876
580	0.3015219151
581	0.3014805967
582	0.301438671
583	0.3013746129
584	0.3013329895
585	0.3012466841
586	0.3012189926
587	0.301149095
588	0.3011066326
589	0.3010341681
590	0.300992609
591	0.300876289
592	0.3008053454
593	0.3007616304
594	0.300724978
595	0.3006797323
596	0.3006325077
597	0.3006054955
598	0.3005250242
599	0.3004550824
600	0.3004245115
601	0.300371525
602	0.3003457795
603	0.3003030882
604	0.3002347123
605	0.3001786264
606	0.3001080527
607	0.300081053
608	0.3000460263
609	0.3000033059
610	0.2999324646
611	0.2998711614
612	0.2997821348
613	0.299678431
614	0.2996218237
615	0.299571648
616	0.2995462213
617	0.2994685657
618	0.2994293138
619	0.2993416622
620	0.2993109795
621	0.2992381876
622	0.2991716939
623	0.2990963897
624	0.2990613926
625	0.2990352153
626	0.2990050818
627	0.2989174388
628	0.2988806447
629	0.298794587
630	0.2987288865
631	0.2986892453
632	0.2986459168
633	0.2986270085
634	0.2985997219
635	0.2985367682
636	0.2984999292
637	0.2984933874
638	0.2984235072
639	0.2983609739
640	0.2982780701
641	0.2982562062
642	0.2982312108
643	0.2981635929
644	0.2980938136
645	0.2980784928
646	0.297965917
647	0.297922683
648	0.2978851345
649	0.2978259469
650	0.2977885946
651	0.2977684965
652	0.2977004071
653	0.2976023222
654	0.2975867949
655	0.2975246685
656	0.2974611809
657	0.2973665614
658	0.2973244996
659	0.2972967339
660	0.2972245342
661	0.2971915697
662	0.2971531668
663	0.2970915926
664	0.2970286485
665	0.296968425
666	0.2969019282
667	0.296858924
668	0.2968271016
669	0.2967676792
670	0.2967511034
671	0.296697756
672	0.2966534605
673	0.2965868796
674	0.2965130599
675	0.2964244609
676	0.2963867367
677	0.2963218967
678	0.2962838295
679	0.2962601268
680	0.2962152004
681	0.2961645119
682	0.2961502698
683	0.2961142302
684	0.2960890395
685	0.2960567667
686	0.296035755
687	0.2959908384
688	0.2959451119
689	0.2958875372
690	0.2958585424
691	0.2958227038
692	0.2957704714
693	0.2957429487
694	0.2956577141
695	0.2956500473
696	0.2956064144
697	0.295475585
698	0.2954373571
699	0.2954160788
700	0.2953704614
701	0.295350019
702	0.2953248356
703	0.2952784197
704	0.2952080004
705	0.2951088831
706	0.2950892451
707	0.2950738256
708	0.2950346338
709	0.295019109
710	0.2950047945
711	0.294990367
712	0.2949469765
713	0.2948944126
714	0.2948777844
715	0.2947780812
716	0.2947599623
717	0.294745059
718	0.2947351967
719	0.294672892
720	0.2946244258
721	0.2945716494
722	0.2945353508
723	0.2945280096
724	0.2945182513
725	0.294508267
726	0.2944528857
727	0.2944037125
728	0.2943461497
729	0.2942945232
730	0.2942816978
731	0.294222133
732	0.294178263
733	0.2941306548
734	0.2940742739
735	0.2940583341
736	0.2940283408
737	0.2939964659
738	0.293972962
739	0.2939515605
740	0.2938554678
741	0.2938104666
742	0.2937769086
743	0.2936696416
744	0.2936359576
745	0.2935985407
746	0.2935848498
747	0.2935548489
748	0.2934945154
749	0.2934502798
750	0.2934174428
751	0.2932857136
752	0.2932774776
753	0.2932030157
754	0.2931400797
755	0.2930846684
756	0.2929893793
757	0.292916256
758	0.2928554616
759	0.292812031
760	0.2927420112
761	0.2927246454
762	0.2926953489
763	0.2926667615
764	0.2926314009
765	0.2925992737
766	0.292560514
767	0.2925249497
768	0.2924291893
769	0.2923690771
770	0.2923022773
771	0.2922515801
772	0.292233802
773	0.292187683
774	0.2921517481
775	0.2920928885
776	0.2920812557
777	0.2919823342
778	0.2919382867
779	0.2918489223
780	0.2918325811
781	0.2917788312
782	0.291706672
783	0.2916974716
784	0.2916659414
785	0.2916362485
786	0.2915877306
787	0.2915033994
788	0.2914783435
789	0.2914626642
790	0.2914164563
791	0.2914014429
792	0.2913439674
793	0.2913133739
794	0.2912049655
795	0.2911629715
796	0.2911287131
797	0.29112114
798	0.2911047126
799	0.2910936504
800	0.291050953
801	0.290986507
802	0.2909717682
803	0.2908905763
804	0.2908108336
805	0.2907968021
806	0.2907222536
807	0.290669075
808	0.2906617768
809	0.2906154609
810	0.290534997
811	0.2904840453
812	0.290475435
813	0.2903562873
814	0.2903232683
815	0.2902812912
816	0.29025227
817	0.2902312124
818	0.2901564493
819	0.2901352705
820	0.29008453
821	0.2900701115
822	0.2899699949
823	0.2899258017
824	0.2898725411
825	0.2898397845
826	0.2898298231
827	0.2898233413
828	0.2897901457
829	0.2897609692
830	0.2896937147
831	0.2896318828
832	0.2896167397
833	0.289542935
834	0.2894970461
835	0.2894826716
836	0.289451569
837	0.2893950314
838	0.2893309057
839	0.2892803664
840	0.2892354995
841	0.2892254031
842	0.2892178967
843	0.2891617708
844	0.2891519721
845	0.2890351678
846	0.2890284647
847	0.2889596917
848	0.2889010246
849	0.2888723845
850	0.2888534056
851	0.2888459012
852	0.2888387122
853	0.2887893032
854	0.2887138109
855	0.2886924791
856	0.2886863894
857	0.2886418268
858	0.2886326191
859	0.2885281301
860	0.2884987932
861	0.2884284389
862	0.2884192583
863	0.288393248
864	0.2882824547
865	0.2882155359
866	0.2882113515
867	0.288163813
868	0.2881249264
869	0.288018027
870	0.2879060201
871	0.287808446
872	0.2877146134
873	0.2876410783
874	0.287587308
875	0.2875298818
876	0.2874688234
877	0.2874018583
878	0.2873130587
879	0.2872698624
880	0.2872092789
881	0.2870935065
882	0.2870773159
883	0.2870194904
884	0.2869586148
885	0.2869129182
886	0.2868563569
887	0.2868282335
888	0.2867994731
889	0.2867163643
890	0.2866614339
891	0.2866332459
892	0.286577023
893	0.2865465443
894	0.2864985678
895	0.2864285331
896	0.2863261692
897	0.286267372
898	0.2862613815
899	0.2862398102
900	0.2861582142
901	0.2861314415
902	0.2861034496
903	0.2860569819
904	0.2860379012
905	0.2859280769
906	0.2858852834
907	0.2858579154
908	0.2858018997
909	0.2857878278
910	0.285779405
911	0.2857738445
912	0.285685171
913	0.2856358448
914	0.2855921189
915	0.2855715196
916	0.2855650179
917	0.2855405536
918	0.2854702692
919	0.2854319061
920	0.2853806845
921	0.2853271995
922	0.2852540937
923	0.285201453
924	0.2851908759
925	0.2851829546
926	0.2851471108
927	0.2851405407
928	0.2850779067
929	0.2850512232
930	0.2850235881
931	0.2850087734
932	0.2849964359
933	0.2849760989
934	0.2849593025
935	0.2849407814
936	0.2848963668
937	0.2848572661
938	0.2848517712
939	0.2848367328
940	0.2848264327
941	0.2848085067
942	0.2847987161
943	0.2847818665
944	0.2847757813
945	0.2847325477
946	0.2846870261
947	0.2846376981
948	0.284599686
949	0.2845581803
950	0.2845474938
951	0.2844764484
952	0.2844605912
953	0.2844146017
954	0.2843363935
955	0.2843229342
956	0.2842726386
957	0.2842383688
958	0.2842243219
959	0.2842111128
960	0.2841626131
961	0.2841554933
962	0.2841501823
963	0.2841370184
964	0.2840816206
965	0.2840311875
966	0.284026703
967	0.2840200182
968	0.2839978241
969	0.2839577318
970	0.2839058998
971	0.2838148567
972	0.2837383579
973	0.2836974748
974	0.2836123576
975	0.2835677532
976	0.2835235787
977	0.2834762916
978	0.2834351432
979	0.2834301093
980	0.2834085332
981	0.2833602273
982	0.2833491971
983	0.2832480242
984	0.2832260749
985	0.2832067065
986	0.2831126224
987	0.2830885728
988	0.2830838088
989	0.2830016309
990	0.2829555915
991	0.2829511325
992	0.2829441844
993	0.2829275385
994	0.2828939327
995	0.2828430908
996	0.2827616416
997	0.2827189984
998	0.2826939508
999	0.2826810922
